1001,Cultural Heritage,1,0,Score 1?science?and 4?culture.,Action_0_01,,201,,,,"100,3,1|100,4,4",,,,,,,,
1002,Engineering Genius,1,0,Build one stage of a wonder; pay 2?resource?less,Action_0_02,,201,,,,"407,2",,,,,,,,
1003,Frugality,1,0,"Increase your population. After you pay the?food?cost, gain 1?food.",Action_0_03,,201,,,,"401,1",,,,,,,,
1004,Patriotism,1,0,"For this turn, you have an extra 1?resource?for building and upgrading military units and 1 extra?military action.",Action_0_04,,201,,,,"100,15,1|100,24,1",,,,,,,,
1005,Rich Land,1,0,Build or upgrade a mine or farm; pay 1?resource?less.,Action_0_05,,201,,,,"402,1/404,1",,,,,,,,
1006,Stockpile,1,0,Gain 1?food?and 1?resource.,Action_0_06,,201,,,,"100,1,1|100,2,1",,,,,,,,
1007,Urban Growth,1,0,Build or upgrade an urban building; pay 1?resource?less.,Action_0_07,,202,,,,"403,1/405,1",,,,,,,,
1101,Breakthrough,1,1,"Develop a technology. After you pay the?science?cost, score 2?science.",Action_1_01,,201,,,,"408,2",,,,,,,,
1102,Cultural Heritage,1,1,Score 2?science?and 2?culture.,Action_1_02,,201,,,,"100,3,2|100,4,2",,,,,,,,
1103,Engineering Genius,1,1,Build one stage of a wonder; pay 3?resource?less,Action_1_03,,201,,,,"407,3",,,,,,,,
1104,Frugality,1,1,"Increase your population. After you pay the?food?cost, gain 2?food.",Action_1_04,,201,,,,"401,2",,,,,,,,
1105,Patriotism,1,1,"For this turn, you have an extra 2?resource?for building and upgrading military units and 1 extra?military action.",Action_1_05,,201,,,,"100,15,1|100,24,2",,,,,,,,
1106,Reserves,1,1,Gain either 2?food?or 2?resource,Action_1_06,,201,,,,"100,1,2/100,2,2",,,,,,,,
1107,Rich Land,1,1,Build or upgrade a mine or farm; pay 2?resource?less.,Action_1_07,,201,,,,"402,2/404,2",,,,,,,,
1108,Urban Growth,1,1,Build or upgrade an urban building; pay 2?resource?less.,Action_1_08,,201,,,,"403,2/405,2",,,,,,,,
1201,Breakthrough,1,2,"Develop a technology. After you pay the?science?cost, score 3?science.",Action_2_01,,201,,,,"408,3",,,,,,,,
1202,Efficient Upgrade,1,2,"Upgrade a farm, mine or urban building; pay 3?resource?less.",Action_2_02,,201,,,,"404,3/405,3",,,,,,,,
1203,Engineering Genius,1,2,Build one stage of a wonder; pay 4?resource?less,Action_2_03,,201,,,,"407,3",,,,,,,,
1204,Frugality,1,2,"Increase your population. After you pay the?food?cost, gain 3?food.",Action_2_04,,201,,,,"401,3",,,,,,,,
1205,Patriotism,1,2,"For this turn, you have an extra 3?resource?for building and upgrading military units and 1 extra?military action.",Action_2_05,,201,,,,"100,15,1|100,24,3",,,,,,,,
1206,Reserves,1,2,Gain either 3?food?or 3?resource,Action_2_06,,201,,,,"100,1,3/100,2,3",,,,,,,,
1207,Revolutionary Idea,1,2,Scores 4?science.,Action_2_07,,201,,,,"100,3,4",,,,,,,,
1208,Rich Land,1,2,Build or upgrade a mine or farm; pay 3?resource?less.,Action_2_08,,201,,,,"402,3/404,3",,,,,,,,
1209,Urban Growth,1,2,Build or upgrade an urban building. Pay 3?resource?less.,Action_2_09,,201,,,,"403,3/405,3",,,,,,,,
1210,Wave of Nationalism,1,2,"For each civilization stronger than yours, you have extra?resource?for building and upgrading military?\n2 in a 4-player game\n3 in a 3-player game\n6 in a 2-player game",Action_2_10,,202,,,,"232,24,6",,,,,,,,
1211,Wave of Nationalism,1,2,"For each civilization stronger than yours, you have extra?resource?for building and upgrading military?\n2 in a 4-player game\n3 in a 3-player game\n6 in a 2-player game",Action_2_10,,203,,,,"232,24,3",,,,,,,,
1212,Wave of Nationalism,1,2,"For each civilization stronger than yours, you have extra?resource?for building and upgrading military?\n2 in a 4-player game\n3 in a 3-player game\n6 in a 2-player game",Action_2_10,,204,,,,"232,24,2",,,,,,,,
1301,Efficient Upgrade,1,3,"Upgrade a farm, mine or urban building; pay 4?resource?less.",Action_3_01,,201,,,,"404,4/405,4",,,,,,,,
1302,Endowment for the Arts,1,3,"You score culture for each civilization with more culture than your have:\n2 in a 4-player game\n3 in a 3-player game\n6 in a 2-player game",Action_3_02,,202,,,,"233,2,6",,,,,,,,
1303,Endowment for the Arts,1,3,"You score culture for each civilization with more culture than your have:\n2 in a 4-player game\n3 in a 3-player game\n6 in a 2-player game",Action_3_02,,203,,,,"233,2,3",,,,,,,,
1304,Endowment for the Arts,1,3,"You score culture for each civilization with more culture than your have:\n2 in a 4-player game\n3 in a 3-player game\n6 in a 2-player game",Action_3_02,,204,,,,"233,2,2",,,,,,,,
1305,Engineering Genius,1,3,Build one stage of a wonder; pay 5?resource?less.,Action_3_03,,201,,,,"407,4",,,,,,,,
1306,Military Build-Up,1,3,"For each civilization stronger than yours, you have extra resource for building and upgrading military units this round:\n3 in a 4-player game\n5 in a 3-player game\n8 in a 2-player game",Action_3_04,,202,,,,"232,24,8",,,,,,,,
1307,Military Build-Up,1,3,"For each civilization stronger than yours, you have extra resource for building and upgrading military units this round:\n3 in a 4-player game\n5 in a 3-player game\n8 in a 2-player game",Action_3_04,,203,,,,"232,24,5",,,,,,,,
1308,Military Build-Up,1,3,"For each civilization stronger than yours, you have extra resource for building and upgrading military units this round:\n3 in a 4-player game\n5 in a 3-player game\n8 in a 2-player game",Action_3_04,,204,,,,"232,24,3",,,,,,,,
1309,Patriotism,1,3,"For this turn, you have an extra 4?resource?for building and upgrading military units and 1 extra?military action.",Action_3_05,,201,,,,"100,15,1|100,24,4",,,,,,,,
1310,Reserves,1,3,Gain either 4 food or 4 resource.,Action_3_06,,201,,,,"100,1,4/100,2,4",,,,,,,,
1311,Revolutionary Idea,1,3,Scores 6 science.,Action_3_07,,201,,,,"100,3,6",,,,,,,,
1312,Urban Growth,1,3,Build or upgrade an urban building; pay 4 resource less.,Action_3_08,,201,,,,"403,4/405,4",,,,,,,,
2101,Enslave,2,1,Your rival loses 1 population. You gain 2 food and 2 resource.,,,201,,,2,,,,,"100,1,2|100,2,2","100,18,-1",,,
2102,Plunder,2,1,Your rival loses a total of up to 3 resource and/or food (your choice). You gain that many resource and food.,,,201,,,1,,,,,"500,3",,,,
2103,Raid,2,1,"Destroy one of your rival's age A or age I urban building. You gain resource equal to half its cost, rounded up.",,,201,,,1,,,,,"509,1",,,,
2201,Annex,2,2,Take one colony from a rival. You gain (and he loses) its permanent bonuses but ignore any one-time gains.,,,201,,,2,,,,,"505,1",,,,
2202,Infiltrate,2,2,Remove your rival's leader or incomplete wonder from play. You score 3 culture per level of the discarded card.,,,201,,,2,,,,,510,,,,
2203,Plunder,2,2,Your rival loses a total of up to 5 resource and/or food (your choice). You gain that many resource and food.,,,201,,,1,,,,,"500,5",,,,
2204,Raid,2,2,"Destroy up to 2 of your rival's urban buildings: one of age II or older and one of age I or older. You gain resource equal to half their total cost, rounded up.",,,201,,,2,,,,,"509,2|509,1",,,,
2205,Spy,2,2,A rival loses up to 5 science. You score that many science.,,,201,,,1,,,,,"502,5",,,,
2301,Armed Intervention,2,3,Take up to 7 culture from your rival,,,201,,,2,,,,,"501,7",,,,
2302,Plunder,2,3,your rival loses a total of up to 7 resource and/or food (your choice). You gain that many resource and food.,,,201,,,1,,,,,"500,7",,,,
2303,Raid,2,3,"Destroy up to 2 of your rival's urban buildings: one of age III or older and one of age II or older. You gain resource equal to half their total cost, rounded up.",,,201,,,3,,,,,"509,3|509,2",,,,
3101,Developed Territory,3,1,,,,201,,,,,"100,3,3","100,16,1|100,17,1",,,,,,
3102,Historic Territory,3,1,,,,201,,,,,"100,4,6","100,9,1",,,,,,
3103,Inhabited Territory,3,1,,,,201,,,,,"100,18,1","100,6,2",,,,,,
3104,Strategic Territory,3,1,,,,201,,,,,"300,3","100,10,2",,,,,,
3105,Vast Territory,3,1,,,,201,,,,,"100,1,3","100,16,3|100,17,-1",,,,,,
3106,Wealthy Territory,3,1,,,,201,,,,,"100,2,5","100,17,3",,,,,,
3201,Developed Territory,3,2,,,,201,,,,,"100,3,5","100,16,2|100,17,2",,,,,,
3202,Historic Territory,3,2,,,,201,,,,,"100,4,11","100,9,2",,,,,,
3203,Inhabited Territory,3,2,,,,201,,,,,"100,18,2","100,6,3",,,,,,
3204,Strategic Territory,3,2,,,,201,,,,,"300,5","100,10,4",,,,,,
3205,Vast Territory,3,2,,,,201,,,,,"100,1,4","100,16,4|100,17,-1",,,,,,
3206,Wealthy Territory,3,2,,,,201,,,,,"100,2,9","100,17,4",,,,,,
4001,Development of Agriculture,4,0,Each civilization gains 2 food.,,,201,,,,,,,0,"100,1,2",,,,
4002,Development of Civilization,4,0,"Immediately, each civilization may either: increase its population; or build a farm, mine or urban building; or develop a technology. It costs 1 food or 1 resource or 1 science less than usual.",,,201,,,,,,,0,"400,1/419,0,1/420,1",,,,
4003,Development of Crafts,4,0,Each civilization gains 2 resource.,,,201,,,,,,,0,"100,2,2",,,,
4004,Development of Markets,4,0,Each civilization gains 2 resource or 2 food (player's choice).,,,201,,,,,,,0,"100,1,2/100,2,2",,,,
4005,Development of Politics,4,0,Each player draws 3 military cards,,,201,,,,,,,0,"300,3",,,,
4006,Development of Religion,4,0,Each player with an unused worker may immediately build an Age A temple for free.,,,201,,,,,,,0,"421,0,22",,,,
4007,Development of Science,4,0,Each civilization scores 2 science.,,,201,,,,,,,0,"100,3,2",,,,
4008,Development of Settlement,4,0,Each civilization gains 1 population.,,,201,,,,,,,0,"100,18,1",,,,
